"","PARK","BOROUGH","SIZE","CATEGORY","MURDER","RAPE","ROBBERY","FELONY_ASSAULT","BURGLARY","GRAND_LARCENY","GRAND_LARCENY__MOTOR","TOTAL","Year","Quarter"
"198","HYBRID OAK WOODS PARK","STATEN ISLAND",9.763,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"199","WASHINGTON SQUARE PARK","MANHATTAN    ",9.749,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"200","BRYANT PARK","MANHATTAN    ",9.603,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2015,"Q1"
"201","ROCKAWAY FREEWAY","QUEENS       ",9.404,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"202","BICENTENNIAL VETERANS MEMORIAL PARK","BRONX        ",9.395,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"203","SUNSET COVE PARK","QUEENS       ",9.375,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"204","ST. JOHN'S RECREATION CENTER","BROOKLYN     ",9.339,"ONE ACRE OR LARGER",0,0,1,0,0,1,0,2,2015,"Q1"
"205","LINDEN PARK","BROOKLYN     ",9.322,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"206","HAFFEN PARK","BRONX        ",9.238,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"207","ALLISON POND PARK","STATEN ISLAND",9.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"208","GRANITEVILLE SWAMP PARK","STATEN ISLAND",9.187,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"209","TOTTENVILLE SHORE PARK","STATEN ISLAND",9.181,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"210","CAPTAIN TILLY PARK","QUEENS       ",9.16,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,2015,"Q1"
"211","HARVEY PARK","QUEENS       ",9.154,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"212","MSGR. MCGOLRICK PARK","BROOKLYN     ",9.134,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"213","BUSHWICK INLET PARK","BROOKLYN     ",9.01,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"214","HENRY HUDSON PARK","BRONX        ",8.972,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"215","FRANK PRINCIPE PARK","QUEENS       ",8.899,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"216","CASTLE HILL PARK","BRONX        ",8.834,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"217","ROCHDALE PARK","QUEENS       ",8.833,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"218","ABE STARK SKATING RINK","BROOKLYN     ",8.807,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"219","CITY HALL PARK","MANHATTAN    ",8.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"220","EAST RIVER WATERFRONT ESPLANADE","MANHATTAN    ",8.761,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"221","CROTONA PARKWAY MALLS","BRONX        ",8.75,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"222","CONEY ISLAND CREEK PARK","BROOKLYN     ",8.663,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"223","MILL ROCK PARK","MANHATTAN    ",8.639,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"224","EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST","MANHATTAN    ",8.595,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"225","JOHN J CARTY PARK","BROOKLYN     ",8.565,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2015,"Q1"
"226","COFFEY PARK","BROOKLYN     ",8.271,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"227","BARRETT PARK","STATEN ISLAND",8.108,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"228","RAINEY PARK QUEENS","QUEENS       ",8.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"229","LAGUARDIA LANDING LIGHTS","QUEENS       ",8.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"230","CITY ISLAND WETLANDS","BRONX        ",8.005,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"231","SARA D. ROOSEVELT PARK","MANHATTAN    ",7.85,"ONE ACRE OR LARGER",0,0,0,1,0,3,1,5,2015,"Q1"
"232","EWEN PARK","BRONX        ",7.84,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"233","HERBERT VON KING PARK","BROOKLYN     ",7.819,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"234","MOUNT PROSPECT PARK","BROOKLYN     ",7.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"235","RAINEY PARK BRONX","BRONX        ",7.738,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"236","DETECTIVE KEITH L WILLIAMS PARK","QUEENS       ",7.683,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"237","FLUSHING FIELDS","QUEENS       ",7.671,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"238","PALMER INLET","BRONX        ",7.49,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"239","MIDLAND FIELD","STATEN ISLAND",7.463,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"240","SCHMUL PARK","STATEN ISLAND",7.395,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"241","BRIDGE PARK BRONX","BRONX        ",7.156,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"242","BEACH 30TH STREET PLAYGROUND","QUEENS       ",7.122,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"243","BROWER PARK","BROOKLYN     ",7.047,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"244","JOYCE KILMER PARK","BRONX        ",6.882,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"245","MARIA HERNANDEZ PARK","BROOKLYN     ",6.873,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"246","THE HIGH LINE","MANHATTAN    ",6.73,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"247","FRIENDS FIELD","BROOKLYN     ",6.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"248","LINDOWER PARK","BROOKLYN     ",6.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"249","J. HOOD WRIGHT PARK","MANHATTAN    ",6.699,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"250","WNYC TRANSMITTER PARK","BROOKLYN     ",6.611,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"251","SPUYTEN DUYVIL SHOREFRONT PARK","BRONX        ",6.6,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"252","PARK AVENUE MALLS","MANHATTAN    ",6.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"253","WESTWOOD PARK","STATEN ISLAND",6.563,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"254","UNION SQUARE PARK","MANHATTAN    ",6.51,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2015,"Q1"
"255","CONCRETE PLANT PARK","BRONX        ",6.438,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,2015,"Q1"
"256","COL. YOUNG PLAYGROUND","MANHATTAN    ",6.423,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"257","BRADYS POND PARK","STATEN ISLAND",6.402,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"258","COOPER PARK","BROOKLYN     ",6.401,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"259","GRAVESEND PARK","BROOKLYN     ",6.379,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"260","DR. CHARLES R. DREW PARK","QUEENS       ",6.336,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"261","TRINITY PARK","BROOKLYN     ",6.3,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"262","MADISON SQUARE PARK","MANHATTAN    ",6.234,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"263","ELMHURST PARK","QUEENS       ",6.219,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2015,"Q1"
"264","FORT HAMILTON ATHLETIC FIELD","BROOKLYN     ",6.194,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"265","AMBROSINI FIELD","BRONX        ",6.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"266","CLEARVIEW PARK","QUEENS       ",6.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"267","RALPH DEMARCO PARK","QUEENS       ",6.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"268","WINGATE PARK","BROOKLYN     ",5.888,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"269","UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE","STATEN ISLAND",5.848,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"270","DE WITT CLINTON PARK","MANHATTAN    ",5.829,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"271","UNNAMED PARK ON BOUNDARY AVENUE","STATEN ISLAND",5.765,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"272","VAN VOORHEES PARK","BROOKLYN     ",5.739,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"273","HALLETS COVE PLAYGROUND","QUEENS       ",5.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"274","MCKINLEY PARK","BROOKLYN     ",5.655,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"275","SOUTHERN FIELDS","QUEENS       ",5.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"276","DEVOE PARK","BRONX        ",5.44,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"277","ST. MICHAEL'S PLAYGROUND","QUEENS       ",5.43,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,2015,"Q1"
"278","KENNEDY PLAYGROUND","QUEENS       ",5.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"279","MAFERA PARK","QUEENS       ",5.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"280","SEAGIRT AVE WETLANDS","QUEENS       ",5.323,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"281","JOHN PAUL JONES PARK","BROOKLYN     ",5.317,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"282","WALKER PARK","STATEN ISLAND",5.278,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"283","OLD PLACE CREEK PARK","STATEN ISLAND",5.233,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"284","HOOVER - MANTON PLAYGROUNDS","QUEENS       ",5.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"285","GEN. DOUGLAS MACARTHUR PARK","STATEN ISLAND",5.165,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"286","GROVER CLEVELAND PLAYGROUND","QUEENS       ",5.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"287","POLICE OFFICER EDWARD BYRNE PARK","QUEENS       ",4.966,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"288","CYPRESS HILLS PLAYGROUND","BROOKLYN     ",4.947,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"289","SETH LOW PLAYGROUND/ BEALIN SQUARE","BROOKLYN     ",4.945,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"290","KELLY PARK","BROOKLYN     ",4.896,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"291","SOCRATES SCULPTURE PARK","QUEENS       ",4.893,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"292","BEACH 9 PLAYGROUND","QUEENS       ",4.863,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"293","SOUTH BEACH WETLANDS","STATEN ISLAND",4.794,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"294","NAPLES PLAYGROUND","STATEN ISLAND",4.784,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"295","RAOUL WALLENBERG FOREST","BRONX        ",4.73,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"296","WEST HARLEM PIERS","MANHATTAN    ",4.712,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"297","SPORTS PARK","STATEN ISLAND",4.647,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"298","WASHINGTON'S WALK","BRONX        ",4.637,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"299","CAMBRIA PLAYGROUND","QUEENS       ",4.635,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"300","MARCONI PARK","QUEENS       ",4.635,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"301","VALENTINO PIER","BROOKLYN     ",4.525,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"302","GRANITEVILLE QUARRY PARK","STATEN ISLAND",4.465,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"303","MONTBELLIER PARK","QUEENS       ",4.427,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"304","QUARRY BALLFIELDS","BRONX        ",4.417,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"305","RICHMAN (ECHO) PARK","BRONX        ",4.385,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"306","JEROME PARK","BRONX        ",4.359,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"307","CORLEARS HOOK PARK","MANHATTAN    ",4.355,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"308","""PHIL """"SCOOTER"""" RIZZUTO PARK""","QUEENS       ",4.353,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"309","ASPHALT GREEN","MANHATTAN    ",4.35,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"310","FABER POOL AND PARK","STATEN ISLAND",4.339,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"311","MACHATE CIRCLE","BROOKLYN     ",4.32,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"312","HAMILTON FISH PARK","MANHATTAN    ",4.3,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"313","TIFFANY STREET PIER","BRONX        ",4.231,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"314","KINGDOM POND PARK","STATEN ISLAND",4.22,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"315","COLUMBUS PARK BROOKLYN","BROOKLYN     ",4.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"316","STAPLETON PLAYGROUND","STATEN ISLAND",4.096,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"317","STERNBERG PARK","BROOKLYN     ",4.044,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"318","COLUCCI PLAYGROUND","BRONX        ",4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"319","NORTHERLEIGH PARK","STATEN ISLAND",3.955,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"320","STUYVESANT SQUARE","MANHATTAN    ",3.928,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"321","LAST CHANCE POND PARK","STATEN ISLAND",3.903,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"322","CHELSEA PARK","MANHATTAN    ",3.9,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"323","FORDHAM LANDING PLAYGROUND","BRONX        ",3.9,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"324","NORTH 5TH STREET PIER AND PARK","BROOKLYN     ",3.882,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"325","HAGGERTY PARK","QUEENS       ",3.867,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"326","JACOB H. SCHIFF PLAYGROUND","MANHATTAN    ",3.852,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"327","GRANT PARK","BRONX        ",3.85,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"328","EAST ELMHURST PLAYGROUND","QUEENS       ",3.827,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"329","JOSEPH AUSTIN PLAYGROUND","QUEENS       ",3.814,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"330","UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD","QUEENS       ",3.809,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"331","LINCOLN CENTER PLAZA","MANHATTAN    ",3.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"332","INGRAM WOODS","STATEN ISLAND",3.77,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"333","FARM PLAYGROUND","QUEENS       ",3.757,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"334","HINTON PARK","QUEENS       ",3.735,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"335","LOUIS PASTEUR PARK","QUEENS       ",3.673,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"336","WHITEY FORD FIELD","QUEENS       ",3.622,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"337","POMONOK PLAYGROUND","QUEENS       ",3.596,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"338","CLAWSON PLAYGROUND","STATEN ISLAND",3.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"339","BENNETT REST","MANHATTAN    ",3.567,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"340","GOVERNOR SMITH PLAYGROUND","BRONX        ",3.564,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"341","PAERDEGAT PARK","BROOKLYN     ",3.56,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"342","AMERSFORT PARK","BROOKLYN     ",3.557,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"343","CITY LINE PARK","BROOKLYN     ",3.552,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"344","BAILEY PLAYGROUND","BRONX        ",3.533,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"345","NAUTILUS PLAYGROUND QUEENS","QUEENS       ",3.52,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"346","VINMONT VETERAN PARK","BRONX        ",3.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"347","MCDONALD PLAYGROUND BROOKLYN","BROOKLYN     ",3.485,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"348","THE OLDE TOWNE OF FLUSHING BURIAL GROUND","QUEENS       ",3.474,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"349","WEGENER PARK","STATEN ISLAND",3.464,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"350","UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET","QUEENS       ",3.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"351","JULIO CARBALLO FIELDS","BRONX        ",3.428,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"352","GRADY PLAYGROUND","BROOKLYN     ",3.403,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"353","BREININGER PARK","QUEENS       ",3.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"354","CO-OP CITY FIELD","BRONX        ",3.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"355","ST. MICHAEL'S PARK","QUEENS       ",3.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"356","GREENWOOD PLAYGROUND","BROOKLYN     ",3.39,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"357","ST. ANDREW'S PLAYGROUND","BROOKLYN     ",3.38,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"358","SEWARD PARK","MANHATTAN    ",3.361,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"359","BEHAGEN PLAYGROUND","BRONX        ",3.348,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2015,"Q1"
"360","DUGAN PLAYGROUND","STATEN ISLAND",3.333,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"361","EVERGREEN PARK","QUEENS       ",3.32,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"362","JOHN JAY PARK","MANHATTAN    ",3.312,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"363","UNIVERSITY WOODS","BRONX        ",3.306,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"364","WATSON GLEASON PLAYGROUND","BRONX        ",3.301,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,2015,"Q1"
"365","TOTTENVILLE POOL","STATEN ISLAND",3.259,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"366","VITO LOCASCIO FIELD","QUEENS       ",3.258,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"367","CALLAHAN-KELLY PLAYGROUND","BROOKLYN     ",3.253,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"368","JUDGE MOSES WEINSTEIN PLAYGROUND","QUEENS       ",3.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"369","COLUMBUS PARK AT MANHATTAN","MANHATTAN    ",3.233,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"370","GREENCROFT PLAYGROUND","STATEN ISLAND",3.23,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"371","BILL BROWN PLAYGROUND","BROOKLYN     ",3.214,"ONE ACRE OR LARGER",0,0,0,0,1,0,0,1,2015,"Q1"
"372","SARATOGA PARK","BROOKLYN     ",3.214,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"373","SCARANGELLA PARK","BROOKLYN     ",3.214,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"374","JAMAICA PLAYGROUND","QUEENS       ",3.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"375","NOBLE PLAYGROUND","BRONX        ",3.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"376","MARCY PLAYGROUND","BROOKLYN     ",3.201,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"377","LYONS POOL","STATEN ISLAND",3.195,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"378","WAYANDA PARK","QUEENS       ",3.17,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"379","AMERICAN VETERANS MEMORIAL PIER","BROOKLYN     ",3.169,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"380","HOLCOMBE RUCKER PARK","MANHATTAN    ",3.125,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"381","JESSE OWENS PLAYGROUND","BROOKLYN     ",3.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"382","EAST RIVER WALK","MANHATTAN    ",3.089,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"383","PARK OF THE AMERICAS","QUEENS       ",3.076,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"384","BROOKLYN HEIGHTS PROMENADE","BROOKLYN     ",3.035,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"385","J.J. BYRNE PLAYGROUND","BROOKLYN     ",3.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"386","HERO PARK","STATEN ISLAND",3.024,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"387","NOSTRAND PLAYGROUND","BROOKLYN     ",3.023,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"388","FORT INDEPENDENCE PLAYGROUND","BRONX        ",3.02,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"389","BROWNSVILLE PLAYGROUND","BROOKLYN     ",3.017,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"390","GRANDVIEW PLAYGROUND","STATEN ISLAND",3.014,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"391","LAWRENCE VIRGILIO PLAYGROUND","QUEENS       ",3.009,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
"392","JACOB JOFFE FIELDS","BROOKLYN     ",2.984,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,2015,"Q1"
